bill_id,people_id,position
1961096,19727,17
1961096,19728,32
1961096,19733,28
1961096,21374,15
1961096,21440,13
1961096,21720,29
1961096,21725,12
1961096,21726,19
1961096,21728,1
1961096,22918,35
1961096,23225,3
1961096,23226,6
1961096,23227,7
1961096,23228,22
1961096,23229,24
1961096,23230,30
1961096,23231,34
1961096,25353,5
1961096,25354,8
1961096,25355,21
1961096,25356,25
1961096,25357,27
1961096,25358,33
1964662,23128,1
1964663,18066,4
1964663,18069,6
1964663,19725,3
1964663,21718,5
1964663,23137,7
1964663,23203,2
1964663,23215,9
1964663,23219,10
1964663,25338,1
1964663,25341,8
1964664,14116,1
1964664,23202,2
1964665,16304,2
1964665,23224,1
1964666,25352,1
1964667,14118,1
1964668,18078,1
1964669,25350,1
1964670,16291,1
1964671,23206,1
1964672,18065,3
1964672,23214,1
1964672,25336,2
1964672,25336,2
1964673,16293,1
1964674,19328,1
1964675,25352,1
1964676,18073,5
1964676,22918,8
1964676,22948,1
1964676,23128,9
1964676,23202,2
1964676,23204,4
1964676,23213,6
1964676,23217,7
1964676,23226,3
1964677,25352,1
1964678,23205,1
1964678,23217,2
1964678,25347,3
1964679,19719,5
1964679,19728,2
1964679,21718,3
1964679,23206,4
1964679,23218,6
1964679,23223,1
1964680,25340,1
1964680,25356,2
1964681,21718,1
1964682,18065,13
1964682,18067,4
1964682,18068,21
1964682,18075,15
1964682,21374,11
1964682,21717,6
1964682,21719,14
1964682,22654,7
1964682,23202,3
1964682,23205,9
1964682,23212,8
1964682,23214,18
1964682,23224,22
1964682,23228,17
1964682,23231,2
1964682,25331,5
1964682,25336,10
1964682,25338,16
1964682,25340,12
1964682,25345,1
1964682,25351,20
1964682,25357,19
1964683,18063,2
1964683,23207,4
1964683,25333,1
1964683,25334,3
1964684,23128,1
1964685,25346,1
1964686,23214,1
1964687,14118,1
1964688,23216,1
1964689,18073,1
1964689,23217,2
1964690,25338,1
1964691,23222,1
1964691,25342,2
1964692,11611,5
1964692,18063,2
1964692,23207,4
1964692,25333,1
1964692,25334,3
1964693,18073,2
1964693,18079,4
1964693,19728,3
1964693,21717,1
1964693,23137,5
1964694,23137,1
1964694,25338,2
1964694,25351,3
1964695,18067,1
1964696,18069,1
1964697,23202,1
1964698,18066,1
1964699,25340,1
1964699,25343,2
1964700,1551,12
1964700,16293,10
1964700,18063,6
1964700,21440,3
1964700,21718,7
1964700,21720,15
1964700,21728,13
1964700,23206,8
1964700,23207,1
1964700,23209,9
1964700,23211,14
1964700,23225,4
1964700,23906,18
1964700,25333,5
1964700,25337,2
1964700,25342,11
1964700,25352,16
1964700,25358,17
1964701,19719,1
1964702,23215,1
1964703,18065,1
1964703,21725,2
1964703,23211,3
1964704,25341,1
1964705,21723,1
1964705,23205,2
1964705,23214,3
1964705,25347,4
1964706,18073,1
1964706,18079,4
1964706,19728,3
1964706,21717,2
1964706,23137,5
1964707,18063,2
1964707,23207,4
1964707,25333,1
1964707,25334,3
1964707,25342,5
1964708,23212,1
1964709,25334,1
1964710,16291,1
1964711,16291,7
1964711,18067,2
1964711,19727,6
1964711,21725,4
1964711,23128,1
1964711,23203,3
1964711,23220,10
1964711,25337,8
1964711,25339,5
1964711,25344,9
1964712,16293,1
1964713,23216,1
1964713,25347,2
1964714,23216,1
1964714,25347,2
1964715,14116,51
1964715,14118,60
1964715,16287,34
1964715,16288,5
1964715,16291,41
1964715,16293,45
1964715,18065,43
1964715,18066,27
1964715,18067,14
1964715,18069,31
1964715,18073,20
1964715,18078,21
1964715,19459,17
1964715,19658,33
1964715,19716,18
1964715,19717,22
1964715,19719,59
1964715,19720,61
1964715,19721,62
1964715,19723,74
1964715,21717,19
1964715,21718,29
1964715,21719,46
1964715,21723,73
1964715,22654,23
1964715,22918,11
1964715,22932,3
1964715,22948,2
1964715,23099,32
1964715,23128,12
1964715,23137,37
1964715,23155,6
1964715,23202,13
1964715,23203,16
1964715,23205,28
1964715,23206,30
1964715,23208,39
1964715,23209,40
1964715,23210,1
1964715,23211,57
1964715,23213,47
1964715,23214,53
1964715,23215,54
1964715,23216,55
1964715,23217,58
1964715,23218,64
1964715,23219,65
1964715,23220,67
1964715,23221,52
1964715,23222,69
1964715,23223,71
1964715,23224,75
1964715,23230,10
1964715,23906,72
1964715,25331,15
1964715,25332,24
1964715,25333,25
1964715,25336,35
1964715,25337,42
1964715,25338,49
1964715,25339,36
1964715,25340,38
1964715,25341,44
1964715,25342,48
1964715,25343,56
1964715,25344,7
1964715,25345,26
1964715,25346,50
1964715,25347,63
1964715,25348,66
1964715,25349,9
1964715,25351,68
1964715,25352,70
1964715,25357,8
1964715,25359,4
1964716,11611,10
1964716,16221,11
1964716,18063,5
1964716,18072,9
1964716,18079,4
1964716,19725,1
1964716,19726,7
1964716,19733,16
1964716,21374,8
1964716,21720,17
1964716,21725,6
1964716,22918,19
1964716,23229,13
1964716,23230,18
1964716,25353,3
1964716,25355,12
1964716,25356,14
1964716,25357,15
1964716,25358,2
1964717,19727,1
1964718,1507,1
1964718,25344,3
1964718,25353,2
1964718,25357,4
1964719,25354,1
1964720,23229,1
1964721,18072,1
1964722,16291,4
1964722,16304,2
1964722,18070,6
1964722,19719,5
1964722,21724,3
1964722,23229,1
1964723,23230,1
1964724,18072,3
1964724,19723,2
1964724,25353,1
1964725,18064,1
1964726,21724,1
1964727,18079,1
1964728,21720,1
1964729,16221,1
1964730,18068,1
1964730,23137,2
1964730,23231,3
1964731,11611,1
1964731,21440,2
1964732,16304,5
1964732,18065,4
1964732,18068,10
1964732,18070,9
1964732,18073,3
1964732,18079,6
1964732,19728,1
1964732,21717,2
1964732,21725,7
1964732,23137,8
1964733,18065,4
1964733,18079,1
1964733,23224,6
1964733,23228,5
1964733,25340,3
1964733,25353,2
1964734,23229,1
1964735,16221,6
1964735,18063,1
1964735,21720,7
1964735,23207,5
1964735,23225,2
1964735,25333,3
1964735,25334,4
1964736,1507,7
1964736,1551,22
1964736,11611,15
1964736,16221,16
1964736,16308,19
1964736,18063,9
1964736,18070,27
1964736,18072,14
1964736,18075,18
1964736,18079,8
1964736,19725,3
1964736,19726,12
1964736,19733,25
1964736,21374,13
1964736,21440,11
1964736,21720,26
1964736,21725,10
1964736,21726,17
1964736,21728,1
1964736,22918,30
1964736,23225,2
1964736,23226,4
1964736,23227,5
1964736,23228,21
1964736,23231,29
1964736,25354,6
1964736,25355,20
1964736,25356,23
1964736,25357,24
1964736,25358,28
1965842,23203,1
1965843,25331,1
1965844,23208,1
1965845,23216,2
1965845,25347,1
1965846,25344,1
1965846,25347,2
1965847,18069,1
1965848,23219,1
1965849,23219,1
1965849,25348,2
1965850,23211,1
1965851,25331,1
1965852,18073,1
1965853,23219,1
1965854,23205,1
1965855,25334,1
1965856,23203,2
1965856,25345,1
1965857,19733,6
1965857,23137,4
1965857,23219,7
1965857,25338,1
1965857,25340,5
1965857,25345,2
1965857,25359,3
1965858,21718,1
1965859,21718,1
1965860,18079,3
1965860,19721,2
1965860,25332,1
1965861,25352,1
1965862,25350,1
1965863,19658,1
1965864,19719,1
1965865,19719,2
1965865,25341,1
1965866,23214,1
1965867,22654,2
1965867,25332,1
1965868,18068,3
1965868,21723,6
1965868,23137,1
1965868,23210,4
1965868,23906,5
1965868,25338,2
1965869,14116,1
1965869,14118,56
1965869,16287,30
1965869,16288,32
1965869,16291,38
1965869,18065,41
1965869,18066,20
1965869,18067,3
1965869,18069,27
1965869,18073,10
1965869,18078,11
1965869,19459,7
1965869,19658,29
1965869,19717,12
1965869,19719,55
1965869,19720,57
1965869,19721,59
1965869,19723,72
1965869,21717,9
1965869,21718,22
1965869,21719,43
1965869,21723,71
1965869,22654,15
1965869,22932,14
1965869,22948,13
1965869,23099,28
1965869,23128,73
1965869,23137,34
1965869,23152,6
1965869,23155,46
1965869,23202,2
1965869,23203,5
1965869,23204,8
1965869,23205,21
1965869,23206,24
1965869,23207,26
1965869,23208,36
1965869,23209,37
1965869,23210,39
1965869,23211,53
1965869,23212,17
1965869,23213,44
1965869,23214,49
1965869,23215,50
1965869,23216,51
1965869,23217,54
1965869,23218,61
1965869,23219,62
1965869,23220,66
1965869,23221,48
1965869,23222,68
1965869,23223,69
1965869,23224,74
1965869,23906,70
1965869,25331,4
1965869,25332,16
1965869,25333,18
1965869,25334,23
1965869,25335,75
1965869,25336,31
1965869,25337,40
1965869,25338,45
1965869,25339,33
1965869,25340,35
1965869,25341,42
1965869,25343,52
1965869,25344,58
1965869,25345,19
1965869,25346,47
1965869,25347,60
1965869,25348,63
1965869,25349,64
1965869,25350,65
1965869,25351,67
1965869,25359,25
1965870,18072,1
1965871,18064,1
1965871,23217,2
1965871,25350,3
1965872,19459,2
1965872,19727,1
1965872,25355,3
1965873,21724,1
1965874,23226,1
1965875,18075,1
1965875,22918,2
1965876,18079,1
1965877,23228,1
1965878,1507,2
1965878,18079,3
1965878,25336,4
1965878,25350,5
1965878,25356,1
1965879,16308,2
1965879,23228,1
1965879,25332,3
1965880,1551,1
1965881,18070,3
1965881,21724,1
1965881,21726,2
1965881,23217,4
1965882,25355,1
1965883,18072,1
1965883,18078,2
1965883,23906,3
1965884,19728,2
1965884,21718,3
1965884,23206,4
1965884,23227,1
1965885,16288,7
1965885,22918,3
1965885,22932,5
1965885,22948,4
1965885,23128,12
1965885,23155,9
1965885,23210,8
1965885,23230,1
1965885,25344,10
1965885,25349,11
1965885,25357,2
1965885,25359,6
1965886,1507,1
1965886,1551,17
1965886,16304,2
1965886,16308,15
1965886,18064,19
1965886,18068,23
1965886,18072,11
1965886,18075,14
1965886,19725,3
1965886,19726,10
1965886,19727,12
1965886,19728,21
1965886,19733,20
1965886,21724,6
1965886,21725,9
1965886,21726,13
1965886,22918,22
1965886,23226,5
1965886,23227,7
1965886,23229,18
1965886,25353,4
1965886,25354,8
1965886,25355,16
1968196,23210,1
1968197,21718,3
1968197,23203,2
1968197,23211,1
1968197,23219,5
1968197,25342,4
1968197,25349,6
1968197,25352,7
1968198,23155,1
1968199,18069,1
1968200,1551,2
1968200,18073,1
1968201,23202,1
1968201,23203,2
1968201,25337,3
1968202,14118,1
1968203,22932,1
1968203,25350,2
1968204,23210,1
1968205,14118,2
1968205,23137,1
1968205,25344,3
1968206,23206,1
1968207,18070,2
1968207,23213,1
1968207,23231,3
1968208,25334,1
1968209,25342,1
1968210,25351,1
1968211,22654,1
1968212,11611,7
1968212,14118,1
1968212,18063,4
1968212,18066,3
1968212,19719,10
1968212,19725,2
1968212,19728,13
1968212,21718,5
1968212,23206,6
1968212,23215,9
1968212,23218,11
1968212,23222,12
1968212,23223,14
1968212,25346,8
1968213,18065,1
1968213,21719,6
1968213,21725,4
1968213,22932,3
1968213,22948,2
1968213,25349,7
1968213,25359,5
1968214,14118,7
1968214,19717,4
1968214,19733,8
1968214,21719,6
1968214,23202,2
1968214,23205,5
1968214,25331,3
1968214,25347,1
1968215,16291,2
1968215,18068,3
1968215,25338,1
1968216,19459,1
1968217,16291,1
1968218,23128,1
1968219,19716,1
1968220,25333,1
1968221,23906,1
1968222,21717,1
1968223,23215,1
1968224,23217,1
1968225,25339,1
1968226,23211,1
1968227,18069,1
1968228,21718,1
1968229,25343,1
1968230,16287,1
1968231,21719,1
1968232,25332,1
1968233,16304,5
1968233,18068,18
1968233,18078,6
1968233,18079,4
1968233,19658,1
1968233,19723,3
1968233,19733,13
1968233,21718,8
1968233,22918,17
1968233,22932,7
1968233,23155,10
1968233,23208,9
1968233,23215,12
1968233,23219,14
1968233,23220,16
1968233,25338,2
1968233,25346,11
1968233,25350,15
1968234,19723,1
1968235,19733,3
1968235,22948,2
1968235,25350,1
1968236,14116,43
1968236,14118,50
1968236,16287,27
1968236,16288,29
1968236,16291,34
1968236,16293,37
1968236,18065,36
1968236,18067,3
1968236,18069,24
1968236,18073,10
1968236,18078,11
1968236,19459,7
1968236,19658,26
1968236,19717,12
1968236,19720,51
1968236,19721,53
1968236,19723,65
1968236,21717,9
1968236,21718,19
1968236,22932,14
1968236,22948,13
1968236,23099,25
1968236,23128,66
1968236,23137,30
1968236,23152,6
1968236,23155,41
1968236,23202,2
1968236,23203,5
1968236,23204,8
1968236,23205,18
1968236,23206,21
1968236,23208,32
1968236,23209,33
1968236,23211,48
1968236,23212,16
1968236,23213,38
1968236,23215,45
1968236,23216,46
1968236,23217,49
1968236,23218,55
1968236,23219,56
1968236,23220,59
1968236,23221,44
1968236,23222,61
1968236,23223,63
1968236,23224,67
1968236,23906,64
1968236,25331,4
1968236,25332,15
1968236,25333,17
1968236,25334,20
1968236,25335,68
1968236,25336,28
1968236,25337,35
1968236,25338,40
1968236,25339,1
1968236,25340,31
1968236,25342,39
1968236,25343,47
1968236,25344,52
1968236,25346,42
1968236,25347,54
1968236,25348,57
1968236,25350,58
1968236,25351,60
1968236,25352,62
1968236,25359,22
1968236,26421,23
1968237,18070,2
1968237,23229,1
1968238,23228,1
1968239,19727,3
1968239,23214,4
1968239,23231,1
1968239,25336,2
1968240,18075,4
1968240,21726,1
1968240,23202,2
1968240,23208,3
1968241,14116,3
1968241,18064,1
1968241,23202,2
1968242,1603,1
1968243,18068,1
1968243,23137,2
1968243,25351,3
1968244,23228,1
1968244,25348,2
1968244,25349,3
1968245,19733,2
1968245,21724,1
1968246,25354,1
1968247,21726,1
1968247,23227,2
1968248,18070,5
1968248,18075,4
1968248,19733,3
1968248,21728,2
1968248,25356,1
1968249,19728,1
1968250,18072,1
1968251,22918,1
1968252,19727,1
1968253,16304,2
1968253,18075,3
1968253,19726,1
1968253,23231,4
1968254,18063,1
1968255,19727,1
1968256,19725,1
1968257,18072,5
1968257,19459,2
1968257,19726,1
1968257,21374,4
1968257,21724,3
1968257,21726,6
1968257,22918,8
1968257,25355,7
1968258,23227,2
1968258,25343,3
1968258,25354,1
1968259,18064,2
1968259,22932,1
1968260,1551,6
1968260,18063,3
1968260,21440,4
1968260,21720,8
1968260,21728,7
1968260,23203,2
1968260,23225,1
1968260,25342,5
1968260,25358,9
1968261,18075,1
1968262,1603,4
1968262,19733,3
1968262,23214,2
1968262,25356,1
1968263,16221,1
1968264,22932,2
1968264,23228,1
1968265,21724,1
1968266,23225,1
1968267,19728,1
1970383,23212,1
1970384,23214,1
1970385,23219,2
1970385,25340,1
1970386,16288,1
1970386,19725,2
1970387,23205,1
1970388,25333,1
1970389,23210,1
1970390,23137,1
1970391,23203,1
1970392,18067,1
1970392,21374,2
1970393,14116,1
1970394,14118,1
1970395,25345,1
1970396,23224,1
1970397,14118,4
1970397,18068,7
1970397,18069,3
1970397,19723,5
1970397,21719,11
1970397,23128,6
1970397,23152,1
1970397,23209,10
1970397,23212,2
1970397,23906,12
1970397,25335,13
1970397,25340,9
1970397,25353,8
1970398,23152,1
1970399,21719,1
1970400,21718,3
1970400,23216,4
1970400,25331,2
1970400,25347,1
1970401,25338,1
1970402,21719,1
1970403,1603,3
1970403,21718,1
1970403,23206,2
1970404,23204,2
1970404,23208,4
1970404,23216,6
1970404,25332,1
1970404,25335,9
1970404,25337,5
1970404,25345,3
1970404,25347,7
1970404,25352,8
1970405,23155,1
1970406,16288,2
1970406,25341,1
1970407,25344,1
1970408,23210,1
1970409,16291,6
1970409,18073,2
1970409,19716,1
1970409,19723,10
1970409,22932,4
1970409,23203,3
1970409,23206,5
1970409,23213,7
1970409,23214,8
1970409,23217,9
1970410,18065,1
1970411,23206,1
1970412,23206,1
1970413,23221,1
1970414,23216,1
1970414,25339,2
1970415,23219,2
1970415,25351,1
1970416,23155,1
1970417,21723,1
1970418,25338,1
1970418,25353,2
1970419,21719,1
1970420,23208,1
1970420,23215,2
1970420,23216,3
1970421,25341,1
1970422,16221,4
1970422,18063,3
1970422,21728,5
1970422,23203,2
1970422,23218,6
1970422,25337,1
1970423,18065,5
1970423,19728,3
1970423,25331,1
1970423,25340,4
1970423,25341,2
1970424,23214,1
1970425,18069,1
1970426,16304,2
1970426,19716,3
1970426,23155,4
1970426,25345,1
1970427,23220,1
1970428,14116,1
1970428,19723,2
1970429,25337,1
1970429,25338,2
1970430,14116,1
1970431,23128,1
1970432,18068,4
1970432,18070,3
1970432,19658,2
1970432,19716,1
1970432,19717,5
1970433,18067,2
1970433,23212,1
1970434,23906,1
1970435,19723,2
1970435,25338,1
1970436,23224,1
1970436,25353,2
1970437,23206,2
1970437,23213,1
1970437,23215,4
1970437,23218,5
1970437,25342,3
1970438,19723,4
1970438,23137,2
1970438,23215,3
1970438,23216,1
1970439,22932,1
1970439,25350,2
1970440,23152,1
1970441,11611,3
1970441,16293,2
1970441,18078,1
1970442,25332,1
1970443,23152,1
1970444,23213,2
1970444,23219,1
1970445,23210,1
1970446,14116,40
1970446,14118,48
1970446,16287,24
1970446,16288,26
1970446,16291,31
1970446,16293,35
1970446,18065,34
1970446,18066,15
1970446,18067,3
1970446,18069,21
1970446,18073,7
1970446,18078,8
1970446,19459,5
1970446,19658,23
1970446,19717,9
1970446,19719,47
1970446,19720,49
1970446,19721,51
1970446,19723,64
1970446,21718,17
1970446,21723,63
1970446,22932,11
1970446,22948,10
1970446,23099,22
1970446,23128,65
1970446,23137,27
1970446,23155,38
1970446,23202,2
1970446,23203,4
1970446,23204,6
1970446,23205,16
1970446,23206,19
1970446,23208,29
1970446,23209,30
1970446,23210,32
1970446,23211,45
1970446,23212,1
1970446,23213,36
1970446,23214,42
1970446,23215,43
1970446,23217,46
1970446,23218,53
1970446,23219,54
1970446,23220,58
1970446,23221,41
1970446,23222,60
1970446,23223,62
1970446,23224,66
1970446,25332,12
1970446,25333,13
1970446,25334,18
1970446,25335,67
1970446,25336,25
1970446,25337,33
1970446,25338,37
1970446,25340,28
1970446,25343,44
1970446,25344,50
1970446,25345,14
1970446,25346,39
1970446,25347,52
1970446,25348,55
1970446,25349,56
1970446,25350,57
1970446,25351,59
1970446,25352,61
1970446,25359,20
1970447,14116,1
1970447,14118,56
1970447,16287,30
1970447,16288,32
1970447,16291,37
1970447,16293,42
1970447,18065,40
1970447,18066,20
1970447,18067,3
1970447,18073,10
1970447,18078,11
1970447,19459,7
1970447,19658,29
1970447,19717,12
1970447,19719,55
1970447,19720,57
1970447,19721,59
1970447,19723,72
1970447,21717,9
1970447,21718,22
1970447,21719,43
1970447,21723,71
1970447,22654,15
1970447,22932,14
1970447,22948,13
1970447,23099,28
1970447,23128,73
1970447,23152,6
1970447,23155,47
1970447,23202,2
1970447,23203,5
1970447,23204,8
1970447,23205,21
1970447,23206,24
1970447,23207,27
1970447,23208,35
1970447,23209,36
1970447,23210,38
1970447,23211,53
1970447,23212,17
1970447,23213,44
1970447,23215,50
1970447,23216,51
1970447,23217,54
1970447,23218,61
1970447,23220,65
1970447,23221,49
1970447,23222,67
1970447,23223,69
1970447,23906,70
1970447,25331,4
1970447,25332,16
1970447,25333,18
1970447,25334,23
1970447,25335,74
1970447,25336,31
1970447,25337,39
1970447,25338,46
1970447,25339,33
1970447,25340,34
1970447,25341,41
1970447,25342,45
1970447,25343,52
1970447,25344,58
1970447,25345,19
1970447,25346,48
1970447,25347,60
1970447,25348,62
1970447,25349,63
1970447,25350,64
1970447,25351,66
1970447,25352,68
1970447,25359,25
1970447,26421,26
1970448,1551,1
1970449,19733,1
1970450,21724,1
1970451,18072,1
1970452,18068,1
1970452,21724,2
1970452,21725,3
1970452,22918,5
1970452,23219,4
1970453,1603,1
1970453,16288,4
1970453,19723,6
1970453,19725,3
1970453,23222,2
1970453,25357,5
1970454,23225,1
1970455,23230,1
1970456,16304,1
1970456,18070,2
1970456,19733,4
1970456,23227,3
1970457,23230,1
1970458,23229,1
1970459,23226,1
1970460,18073,2
1970460,19723,3
1970460,19733,10
1970460,22918,12
1970460,23209,7
1970460,23223,11
1970460,25331,4
1970460,25332,6
1970460,25335,13
1970460,25346,8
1970460,25353,5
1970460,25354,1
1970460,25357,9
1970461,25353,1
1970462,11611,1
1970462,16293,2
1970462,19733,3
1970462,25343,4
1970463,19725,1
1970464,11611,1
1970465,25358,1
1970466,18072,1
1970467,18068,1
1970468,16221,1
1970469,16221,1
1970470,23225,1
1971687,23152,1
1971688,16293,3
1971688,21720,5
1971688,21728,4
1971688,25333,2
1971688,25337,1
1971689,18073,1
1971690,18078,2
1971690,19723,5
1971690,23128,1
1971690,23137,3
1971690,25344,4
1971691,21719,1
1971691,25345,3
1971691,25348,2
1971692,23152,1
1971693,23155,1
1971694,23152,1
1971695,18066,1
1971696,25347,1
1971697,25350,1
1971698,21718,1
1971698,23213,2
1971699,23137,1
1971700,14118,1
1971701,18072,4
1971701,18078,3
1971701,19658,1
1971701,19723,2
1971701,21723,7
1971701,23137,5
1971701,25338,6
1971702,25332,1
1971703,23210,1
1971704,23205,1
1971704,23219,2
1971705,18067,1
1971706,25337,1
1971707,22932,1
1971707,25345,2
1971708,21719,1
1971708,23137,2
1971709,16304,2
1971709,21726,3
1971709,23217,1
1971710,25331,1
1971711,25359,1
1971712,18065,2
1971712,23214,1
1971713,21718,1
1971714,25343,1
1971715,25350,1
1971716,18073,1
1971717,1551,7
1971717,18063,4
1971717,21720,9
1971717,21728,8
1971717,23203,2
1971717,23211,1
1971717,23225,3
1971717,25339,5
1971717,25342,6
1971718,22918,2
1971718,25338,1
1971719,18078,1
1971720,25348,1
1971721,23906,1
1971722,18065,1
1971722,21719,3
1971722,21725,2
1971722,25347,5
1971722,25349,6
1971722,25356,4
1971723,19717,1
1971724,21725,2
1971724,23155,1
1971724,23229,3
1971725,23099,1
1971725,25338,2
1971725,25350,3
1971726,16293,2
1971726,25344,1
1971727,23128,1
1971728,19723,2
1971728,25338,1
1971729,25351,1
1971730,25332,1
1971731,23214,1
1971732,23222,1
1971733,21719,1
1971734,23213,1
1971735,19717,1
1971736,18067,1
1971736,23217,2
1971737,23220,1
1971738,14118,2
1971738,23223,1
1971739,25337,1
1971740,16291,1
1971741,18066,1
1971742,19723,1
1971743,25350,1
1971744,23099,1
1971745,18068,7
1971745,19658,4
1971745,21374,5
1971745,22918,6
1971745,23099,3
1971745,23202,1
1971745,23224,2
1971746,23212,1
1971747,18067,1
1971748,18069,6
1971748,21728,3
1971748,23225,4
1971748,25333,5
1971748,25334,2
1971748,25352,1
1971749,22654,1
1971750,25347,1
1971751,23220,1
1971752,25335,1
1971753,23217,1
1971754,23224,1
1971755,14118,54
1971755,16287,27
1971755,16288,29
1971755,16291,35
1971755,16293,39
1971755,18065,38
1971755,18066,19
1971755,18067,5
1971755,18069,24
1971755,18073,11
1971755,18078,12
1971755,19459,8
1971755,19658,26
1971755,19716,9
1971755,19717,13
1971755,19719,53
1971755,19720,55
1971755,19721,57
1971755,19723,70
1971755,21717,10
1971755,21718,21
1971755,21719,40
1971755,21723,69
1971755,22654,15
1971755,22948,14
1971755,23099,25
1971755,23128,71
1971755,23137,31
1971755,23155,44
1971755,23202,4
1971755,23203,7
1971755,23205,20
1971755,23206,3
1971755,23208,33
1971755,23209,34
1971755,23210,36
1971755,23211,51
1971755,23213,41
1971755,23214,47
1971755,23215,48
1971755,23216,49
1971755,23217,52
1971755,23218,59
1971755,23219,60
1971755,23220,63
1971755,23221,46
1971755,23222,65
1971755,23223,67
1971755,23224,1
1971755,23227,2
1971755,23906,68
1971755,25331,6
1971755,25332,16
1971755,25333,17
1971755,25334,22
1971755,25336,28
1971755,25337,37
1971755,25338,43
1971755,25339,30
1971755,25340,32
1971755,25342,42
1971755,25343,50
1971755,25344,56
1971755,25345,18
1971755,25346,45
1971755,25347,58
1971755,25348,61
1971755,25349,62
1971755,25351,64
1971755,25352,66
1971755,25359,23
1971756,14116,50
1971756,14118,59
1971756,16287,31
1971756,16288,33
1971756,16291,39
1971756,16293,44
1971756,18065,42
1971756,18066,20
1971756,18067,1
1971756,18069,28
1971756,18073,10
1971756,18078,11
1971756,19459,6
1971756,19658,30
1971756,19716,8
1971756,19717,12
1971756,19719,58
1971756,19720,60
1971756,19721,62
1971756,19723,75
1971756,21717,9
1971756,21718,22
1971756,21719,45
1971756,22654,15
1971756,22932,14
1971756,22948,13
1971756,23099,29
1971756,23128,76
1971756,23137,35
1971756,23152,5
1971756,23155,48
1971756,23202,2
1971756,23203,4
1971756,23204,7
1971756,23205,21
1971756,23206,24
1971756,23207,27
1971756,23208,37
1971756,23209,38
1971756,23210,40
1971756,23211,56
1971756,23212,17
1971756,23214,52
1971756,23215,53
1971756,23216,54
1971756,23217,57
1971756,23218,64
1971756,23219,65
1971756,23220,69
1971756,23221,51
1971756,23222,71
1971756,23223,73
1971756,23224,77
1971756,23906,74
1971756,25331,3
1971756,25332,16
1971756,25333,18
1971756,25334,23
1971756,25335,78
1971756,25336,32
1971756,25337,41
1971756,25338,47
1971756,25339,34
1971756,25340,36
1971756,25341,43
1971756,25342,46
1971756,25343,55
1971756,25344,61
1971756,25345,19
1971756,25346,49
1971756,25347,63
1971756,25348,66
1971756,25349,67
1971756,25350,68
1971756,25351,70
1971756,25352,72
1971756,25359,25
1971756,26421,26
1971757,23214,2
1971757,23231,1
1971758,1603,1
1971759,18079,1
1971760,23231,1
1971761,21720,1
1971761,23231,2
1971762,18075,1
1971763,19733,1
1971764,14118,13
1971764,18079,1
1971764,19727,2
1971764,19733,4
1971764,21374,6
1971764,22654,9
1971764,23212,5
1971764,23214,7
1971764,23224,15
1971764,23228,12
1971764,23229,3
1971764,25338,11
1971764,25345,10
1971764,25350,14
1971764,25353,8
1971765,21440,2
1971765,21728,1
1971766,18068,4
1971766,18073,2
1971766,21724,1
1971766,25351,3
1971767,21726,1
1971768,18072,1
1971768,22948,3
1971768,23231,5
1971768,25353,2
1971768,25355,4
1971769,21374,1
1971770,16304,1
1971770,19733,2
1971771,16288,2
1971771,18068,1
1971772,18070,1
1971773,1603,1
1971774,19728,1
1971774,21719,3
1971774,21724,2
1971775,1551,1
1971776,21725,1
1971777,19727,1
1971778,25358,1
1971779,23227,1
1971780,1507,1
1971780,16288,4
1971780,18072,5
1971780,23152,2
1971780,25338,6
1971780,25353,3
1971780,25356,7
1971781,1551,7
1971781,16221,6
1971781,18063,1
1971781,21720,9
1971781,21728,8
1971781,23207,5
1971781,23225,2
1971781,25333,3
1971781,25334,4
1971782,1551,8
1971782,11611,6
1971782,16221,7
1971782,18063,1
1971782,21720,9
1971782,23207,5
1971782,23225,2
1971782,25333,3
1971782,25334,4
1971783,11611,3
1971783,18063,1
1971783,23225,2
1971784,18063,1
1971784,21728,3
1971784,23225,2
1971785,19725,1
1971786,18072,1
1971787,19658,2
1971787,21719,3
1971787,21728,4
1971787,25356,1
1971788,18075,1
1971788,21719,3
1971788,22654,2
1971789,16304,1
1971790,23226,1
1971791,18064,1
1971791,23212,2
1971792,25356,1
1974442,23212,2
1974442,23221,4
1974442,25333,3
1974442,25350,1
1974442,25352,5
1974443,25335,1
1974444,18068,6
1974444,18079,2
1974444,21723,5
1974444,25338,1
1974444,25350,3
1974444,25359,4
1974445,21719,1
1974445,23202,2
1974446,23224,1
1974447,19459,1
1974448,23099,1
1974448,25337,3
1974448,25339,2
1974449,25342,1
1974450,25352,1
1974451,25332,2
1974451,25348,1
1974452,18064,2
1974452,23212,1
1974453,14116,23
1974453,14118,2
1974453,18065,19
1974453,18068,9
1974453,18072,16
1974453,18073,13
1974453,19723,3
1974453,19728,29
1974453,21717,12
1974453,21723,30
1974453,21724,5
1974453,23128,31
1974453,23137,1
1974453,23152,10
1974453,23155,22
1974453,23205,15
1974453,23210,18
1974453,23219,26
1974453,23220,28
1974453,23221,24
1974453,23224,32
1974453,23226,11
1974453,23227,6
1974453,25332,14
1974453,25335,33
1974453,25338,21
1974453,25340,17
1974453,25341,20
1974453,25344,8
1974453,25348,27
1974453,25353,4
1974453,25354,7
1974453,25356,25
1974454,14118,1
1974455,23211,1
1974455,25352,2
1974456,23210,1
